level,geoid,name,year,county,var,estimate,moe,share,sharemoe
3_towns,0900177200,Trumbull,2018,Fairfield County,latino,3259,605,0.09,0.017
3_towns,0900177200,Trumbull,2018,Fairfield County,white,28500,872,0.788,0.024
3_towns,0900177200,Trumbull,2018,Fairfield County,black,1497,433,0.041,0.012
3_towns,0900177200,Trumbull,2018,Fairfield County,asian,2193,509,0.061,0.014
3_towns,0900177200,Trumbull,2018,Fairfield County,other_race,725,281,0.02,0.008
3_towns,0900183430,Weston,2000,NA,total_pop,10037,0,NA,NA
3_towns,0900183430,Weston,2000,NA,latino,206,0,0.021,NA
3_towns,0900183430,Weston,2000,NA,white,9443,0,0.941,NA
3_towns,0900183430,Weston,2000,NA,black,87,0,0.009,NA
3_towns,0900183430,Weston,2000,NA,asian,193,0,0.019,NA
3_towns,0900183430,Weston,2000,NA,other_race,108,0,0.011,NA
3_towns,0900183430,Weston,2010,NA,total_pop,10179,0,NA,NA
3_towns,0900183430,Weston,2010,NA,latino,336,0,0.033,NA
3_towns,0900183430,Weston,2010,NA,white,9212,0,0.905,NA
3_towns,0900183430,Weston,2010,NA,black,130,0,0.013,NA
3_towns,0900183430,Weston,2010,NA,asian,293,0,0.029,NA
3_towns,0900183430,Weston,2010,NA,other_race,208,0,0.02,NA
3_towns,0900183430,Weston,2011,Fairfield County,total_pop,10142,22,NA,NA
3_towns,0900183430,Weston,2011,Fairfield County,latino,290,186,0.029,0.018
3_towns,0900183430,Weston,2011,Fairfield County,white,9279,278,0.915,0.027
3_towns,0900183430,Weston,2011,Fairfield County,black,125,97,0.012,0.01
3_towns,0900183430,Weston,2011,Fairfield County,asian,186,104,0.018,0.01
3_towns,0900183430,Weston,2011,Fairfield County,other_race,262,202,0.026,0.02
3_towns,0900183430,Weston,2012,Fairfield County,total_pop,10203,25,NA,NA
3_towns,0900183430,Weston,2012,Fairfield County,latino,403,237,0.039,0.023
3_towns,0900183430,Weston,2012,Fairfield County,white,9127,324,0.895,0.032
3_towns,0900183430,Weston,2012,Fairfield County,black,206,158,0.02,0.015
3_towns,0900183430,Weston,2012,Fairfield County,asian,171,89,0.017,0.009
3_towns,0900183430,Weston,2012,Fairfield County,other_race,296,160,0.029,0.016
3_towns,0900183430,Weston,2013,Fairfield County,total_pop,10261,24,NA,NA
3_towns,0900183430,Weston,2013,Fairfield County,latino,304,196,0.03,0.019
3_towns,0900183430,Weston,2013,Fairfield County,white,9274,288,0.904,0.028
3_towns,0900183430,Weston,2013,Fairfield County,black,130,119,0.013,0.012
3_towns,0900183430,Weston,2013,Fairfield County,asian,249,119,0.024,0.012
3_towns,0900183430,Weston,2013,Fairfield County,other_race,304,149,0.03,0.015
3_towns,0900183430,Weston,2014,Fairfield County,total_pop,10319,33,NA,NA
3_towns,0900183430,Weston,2014,Fairfield County,latino,377,180,0.037,0.017
3_towns,0900183430,Weston,2014,Fairfield County,white,9191,257,0.891,0.025
3_towns,0900183430,Weston,2014,Fairfield County,black,137,114,0.013,0.011
3_towns,0900183430,Weston,2014,Fairfield County,asian,347,132,0.034,0.013
3_towns,0900183430,Weston,2014,Fairfield County,other_race,267,136,0.026,0.013
3_towns,0900183430,Weston,2015,Fairfield County,total_pop,10373,35,NA,NA
3_towns,0900183430,Weston,2015,Fairfield County,latino,670,272,0.065,0.026
3_towns,0900183430,Weston,2015,Fairfield County,white,8866,329,0.855,0.032
3_towns,0900183430,Weston,2015,Fairfield County,black,117,99,0.011,0.01
3_towns,0900183430,Weston,2015,Fairfield County,asian,391,139,0.038,0.013
3_towns,0900183430,Weston,2015,Fairfield County,other_race,329,134,0.032,0.013
3_towns,0900183430,Weston,2016,Fairfield County,total_pop,10347,19,NA,NA
3_towns,0900183430,Weston,2016,Fairfield County,latino,690,275,0.067,0.027
3_towns,0900183430,Weston,2016,Fairfield County,white,8838,346,0.854,0.033
3_towns,0900183430,Weston,2016,Fairfield County,black,112,126,0.011,0.012
3_towns,0900183430,Weston,2016,Fairfield County,asian,394,147,0.038,0.014
3_towns,0900183430,Weston,2016,Fairfield County,other_race,313,144,0.03,0.014
3_towns,0900183430,Weston,2017,Fairfield County,total_pop,10369,33,NA,NA
3_towns,0900183430,Weston,2017,Fairfield County,latino,674,235,0.065,0.023
3_towns,0900183430,Weston,2017,Fairfield County,white,9008,278,0.869,0.027
3_towns,0900183430,Weston,2017,Fairfield County,black,35,32,0.003,0.003
3_towns,0900183430,Weston,2017,Fairfield County,asian,307,93,0.03,0.009
3_towns,0900183430,Weston,2017,Fairfield County,other_race,345,138,0.033,0.013
3_towns,0900183430,Weston,2018,Fairfield County,total_pop,10288,44,NA,NA
3_towns,0900183430,Weston,2018,Fairfield County,latino,654,223,0.064,0.022
3_towns,0900183430,Weston,2018,Fairfield County,white,8680,342,0.844,0.033
3_towns,0900183430,Weston,2018,Fairfield County,black,139,113,0.014,0.011
3_towns,0900183430,Weston,2018,Fairfield County,asian,320,94,0.031,0.009
3_towns,0900183430,Weston,2018,Fairfield County,other_race,495,200,0.048,0.019
3_towns,0900183500,Westport,2000,NA,total_pop,25749,0,NA,NA
3_towns,0900183500,Westport,2000,NA,latino,602,0,0.023,NA
3_towns,0900183500,Westport,2000,NA,white,24015,0,0.933,NA
3_towns,0900183500,Westport,2000,NA,black,279,0,0.011,NA
3_towns,0900183500,Westport,2000,NA,asian,622,0,0.024,NA
3_towns,0900183500,Westport,2000,NA,other_race,231,0,0.009,NA
3_towns,0900183500,Westport,2010,NA,total_pop,26391,0,NA,NA
3_towns,0900183500,Westport,2010,NA,latino,932,0,0.035,NA
3_towns,0900183500,Westport,2010,NA,white,23715,0,0.899,NA
3_towns,0900183500,Westport,2010,NA,black,292,0,0.011,NA
3_towns,0900183500,Westport,2010,NA,asian,1038,0,0.039,NA
3_towns,0900183500,Westport,2010,NA,other_race,414,0,0.016,NA
3_towns,0900183500,Westport,2011,Fairfield County,total_pop,26249,42,NA,NA
3_towns,0900183500,Westport,2011,Fairfield County,latino,938,383,0.036,0.015
3_towns,0900183500,Westport,2011,Fairfield County,white,23446,552,0.893,0.021
3_towns,0900183500,Westport,2011,Fairfield County,black,372,169,0.014,0.006
3_towns,0900183500,Westport,2011,Fairfield County,asian,1058,287,0.04,0.011
3_towns,0900183500,Westport,2011,Fairfield County,other_race,435,212,0.017,0.008
3_towns,0900183500,Westport,2012,Fairfield County,total_pop,26516,25,NA,NA
3_towns,0900183500,Westport,2012,Fairfield County,latino,877,312,0.033,0.012
3_towns,0900183500,Westport,2012,Fairfield County,white,23749,424,0.896,0.016
3_towns,0900183500,Westport,2012,Fairfield County,black,312,147,0.012,0.006
3_towns,0900183500,Westport,2012,Fairfield County,asian,1109,252,0.042,0.01
3_towns,0900183500,Westport,2012,Fairfield County,other_race,469,165,0.018,0.006
3_towns,0900183500,Westport,2013,Fairfield County,total_pop,26769,41,NA,NA
3_towns,0900183500,Westport,2013,Fairfield County,latino,901,262,0.034,0.01
3_towns,0900183500,Westport,2013,Fairfield County,white,23718,459,0.886,0.017
3_towns,0900183500,Westport,2013,Fairfield County,black,280,119,0.01,0.004
3_towns,0900183500,Westport,2013,Fairfield County,asian,1287,252,0.048,0.009
3_towns,0900183500,Westport,2013,Fairfield County,other_race,583,180,0.022,0.007
3_towns,0900183500,Westport,2014,Fairfield County,total_pop,27055,25,NA,NA
3_towns,0900183500,Westport,2014,Fairfield County,latino,1239,356,0.046,0.013
3_towns,0900183500,Westport,2014,Fairfield County,white,23479,498,0.868,0.018
3_towns,0900183500,Westport,2014,Fairfield County,black,207,95,0.008,0.004
3_towns,0900183500,Westport,2014,Fairfield County,asian,1591,335,0.059,0.012
3_towns,0900183500,Westport,2014,Fairfield County,other_race,539,171,0.02,0.006
3_towns,0900183500,Westport,2015,Fairfield County,total_pop,27343,23,NA,NA
3_towns,0900183500,Westport,2015,Fairfield County,latino,1186,325,0.043,0.012
3_towns,0900183500,Westport,2015,Fairfield County,white,23921,437,0.875,0.016
3_towns,0900183500,Westport,2015,Fairfield County,black,202,104,0.007,0.004
3_towns,0900183500,Westport,2015,Fairfield County,asian,1544,288,0.056,0.011
3_towns,0900183500,Westport,2015,Fairfield County,other_race,490,185,0.018,0.007
3_towns,0900183500,Westport,2016,Fairfield County,total_pop,27511,25,NA,NA
3_towns,0900183500,Westport,2016,Fairfield County,latino,1424,402,0.052,0.015
3_towns,0900183500,Westport,2016,Fairfield County,white,23648,539,0.86,0.02
3_towns,0900183500,Westport,2016,Fairfield County,black,175,101,0.006,0.004
3_towns,0900183500,Westport,2016,Fairfield County,asian,1598,295,0.058,0.011
3_towns,0900183500,Westport,2016,Fairfield County,other_race,666,277,0.024,0.01
3_towns,0900183500,Westport,2017,Fairfield County,total_pop,27777,39,NA,NA
3_towns,0900183500,Westport,2017,Fairfield County,latino,1211,449,0.044,0.016
3_towns,0900183500,Westport,2017,Fairfield County,white,23743,628,0.855,0.023
3_towns,0900183500,Westport,2017,Fairfield County,black,155,99,0.006,0.004
3_towns,0900183500,Westport,2017,Fairfield County,asian,1893,345,0.068,0.012
3_towns,0900183500,Westport,2017,Fairfield County,other_race,775,266,0.028,0.01
3_towns,0900183500,Westport,2018,Fairfield County,total_pop,27840,28,NA,NA
3_towns,0900183500,Westport,2018,Fairfield County,latino,1181,426,0.042,0.015
3_towns,0900183500,Westport,2018,Fairfield County,white,23988,548,0.862,0.02
3_towns,0900183500,Westport,2018,Fairfield County,black,127,98,0.005,0.004
3_towns,0900183500,Westport,2018,Fairfield County,asian,1833,361,0.066,0.013
3_towns,0900183500,Westport,2018,Fairfield County,other_race,711,256,0.026,0.009
3_towns,0900186370,Wilton,2000,NA,total_pop,17633,0,NA,NA
3_towns,0900186370,Wilton,2000,NA,latino,269,0,0.015,NA
3_towns,0900186370,Wilton,2000,NA,white,16640,0,0.944,NA
3_towns,0900186370,Wilton,2000,NA,black,97,0,0.006,NA
3_towns,0900186370,Wilton,2000,NA,asian,472,0,0.027,NA
3_towns,0900186370,Wilton,2000,NA,other_race,155,0,0.009,NA
3_towns,0900186370,Wilton,2010,NA,total_pop,18062,0,NA,NA
3_towns,0900186370,Wilton,2010,NA,latino,537,0,0.03,NA
3_towns,0900186370,Wilton,2010,NA,white,16255,0,0.9,NA
3_towns,0900186370,Wilton,2010,NA,black,164,0,0.009,NA
3_towns,0900186370,Wilton,2010,NA,asian,821,0,0.045,NA
3_towns,0900186370,Wilton,2010,NA,other_race,285,0,0.016,NA
3_towns,0900186370,Wilton,2011,Fairfield County,total_pop,17973,24,NA,NA
3_towns,0900186370,Wilton,2011,Fairfield County,latino,510,183,0.028,0.01
3_towns,0900186370,Wilton,2011,Fairfield County,white,16182,393,0.9,0.022
3_towns,0900186370,Wilton,2011,Fairfield County,black,212,228,0.012,0.013
3_towns,0900186370,Wilton,2011,Fairfield County,asian,869,262,0.048,0.015
3_towns,0900186370,Wilton,2011,Fairfield County,other_race,200,162,0.011,0.009
3_towns,0900186370,Wilton,2012,Fairfield County,total_pop,18201,25,NA,NA
3_towns,0900186370,Wilton,2012,Fairfield County,latino,437,154,0.024,0.008
3_towns,0900186370,Wilton,2012,Fairfield County,white,16270,381,0.894,0.021
3_towns,0900186370,Wilton,2012,Fairfield County,black,221,219,0.012,0.012
3_towns,0900186370,Wilton,2012,Fairfield County,asian,1034,262,0.057,0.014
3_towns,0900186370,Wilton,2012,Fairfield County,other_race,239,108,0.013,0.006
3_towns,0900186370,Wilton,2013,Fairfield County,total_pop,18353,30,NA,NA
3_towns,0900186370,Wilton,2013,Fairfield County,latino,491,185,0.027,0.01
3_towns,0900186370,Wilton,2013,Fairfield County,white,16446,323,0.896,0.018
3_towns,0900186370,Wilton,2013,Fairfield County,black,96,74,0.005,0.004
3_towns,0900186370,Wilton,2013,Fairfield County,asian,977,234,0.053,0.013
3_towns,0900186370,Wilton,2013,Fairfield County,other_race,343,143,0.019,0.008
3_towns,0900186370,Wilton,2014,Fairfield County,total_pop,18519,26,NA,NA
3_towns,0900186370,Wilton,2014,Fairfield County,latino,438,150,0.024,0.008
3_towns,0900186370,Wilton,2014,Fairfield County,white,16391,464,0.885,0.025
3_towns,0900186370,Wilton,2014,Fairfield County,black,151,102,0.008,0.006
3_towns,0900186370,Wilton,2014,Fairfield County,asian,1188,380,0.064,0.021
3_towns,0900186370,Wilton,2014,Fairfield County,other_race,351,144,0.019,0.008
3_towns,0900186370,Wilton,2015,Fairfield County,total_pop,18643,27,NA,NA
3_towns,0900186370,Wilton,2015,Fairfield County,latino,501,250,0.027,0.013
3_towns,0900186370,Wilton,2015,Fairfield County,white,16265,377,0.872,0.02
3_towns,0900186370,Wilton,2015,Fairfield County,black,153,105,0.008,0.006
3_towns,0900186370,Wilton,2015,Fairfield County,asian,1300,292,0.07,0.016
3_towns,0900186370,Wilton,2015,Fairfield County,other_race,424,150,0.023,0.008
3_towns,0900186370,Wilton,2016,Fairfield County,total_pop,18616,41,NA,NA
3_towns,0900186370,Wilton,2016,Fairfield County,latino,581,258,0.031,0.014
3_towns,0900186370,Wilton,2016,Fairfield County,white,16071,405,0.863,0.022
3_towns,0900186370,Wilton,2016,Fairfield County,black,195,111,0.01,0.006
3_towns,0900186370,Wilton,2016,Fairfield County,asian,1317,292,0.071,0.016
3_towns,0900186370,Wilton,2016,Fairfield County,other_race,452,155,0.024,0.008
3_towns,0900186370,Wilton,2017,Fairfield County,total_pop,18659,27,NA,NA
3_towns,0900186370,Wilton,2017,Fairfield County,latino,598,228,0.032,0.012
3_towns,0900186370,Wilton,2017,Fairfield County,white,15954,424,0.855,0.023
3_towns,0900186370,Wilton,2017,Fairfield County,black,195,94,0.01,0.005
3_towns,0900186370,Wilton,2017,Fairfield County,asian,1426,270,0.076,0.014
3_towns,0900186370,Wilton,2017,Fairfield County,other_race,486,157,0.026,0.008
3_towns,0900186370,Wilton,2018,Fairfield County,total_pop,18542,25,NA,NA
3_towns,0900186370,Wilton,2018,Fairfield County,latino,650,289,0.035,0.016
3_towns,0900186370,Wilton,2018,Fairfield County,white,15661,438,0.845,0.024
3_towns,0900186370,Wilton,2018,Fairfield County,black,187,99,0.01,0.005
3_towns,0900186370,Wilton,2018,Fairfield County,asian,1594,285,0.086,0.015
3_towns,0900186370,Wilton,2018,Fairfield County,other_race,450,143,0.024,0.008
3_towns,0900302060,Avon,2000,NA,total_pop,15832,0,NA,NA
3_towns,0900302060,Avon,2000,NA,latino,249,0,0.016,NA
3_towns,0900302060,Avon,2000,NA,white,14825,0,0.936,NA
3_towns,0900302060,Avon,2000,NA,black,153,0,0.01,NA
3_towns,0900302060,Avon,2000,NA,asian,469,0,0.03,NA
3_towns,0900302060,Avon,2000,NA,other_race,136,0,0.009,NA
3_towns,0900302060,Avon,2010,NA,total_pop,18098,0,NA,NA
3_towns,0900302060,Avon,2010,NA,latino,613,0,0.034,NA
3_towns,0900302060,Avon,2010,NA,white,15790,0,0.872,NA
3_towns,0900302060,Avon,2010,NA,black,258,0,0.014,NA
3_towns,0900302060,Avon,2010,NA,asian,1141,0,0.063,NA
3_towns,0900302060,Avon,2010,NA,other_race,296,0,0.016,NA
3_towns,0900302060,Avon,2011,Hartford County,total_pop,17859,25,NA,NA
3_towns,0900302060,Avon,2011,Hartford County,latino,755,256,0.042,0.014
3_towns,0900302060,Avon,2011,Hartford County,white,15338,441,0.859,0.025
3_towns,0900302060,Avon,2011,Hartford County,black,264,138,0.015,0.008
3_towns,0900302060,Avon,2011,Hartford County,asian,1252,289,0.07,0.016
3_towns,0900302060,Avon,2011,Hartford County,other_race,250,180,0.014,0.01
3_towns,0900302060,Avon,2012,Hartford County,total_pop,18049,26,NA,NA
3_towns,0900302060,Avon,2012,Hartford County,latino,614,301,0.034,0.017
3_towns,0900302060,Avon,2012,Hartford County,white,16003,432,0.887,0.024
3_towns,0900302060,Avon,2012,Hartford County,black,185,141,0.01,0.008
3_towns,0900302060,Avon,2012,Hartford County,asian,1048,234,0.058,0.013
3_towns,0900302060,Avon,2012,Hartford County,other_race,199,128,0.011,0.007
3_towns,0900302060,Avon,2013,Hartford County,total_pop,18205,27,NA,NA
3_towns,0900302060,Avon,2013,Hartford County,latino,471,203,0.026,0.011
3_towns,0900302060,Avon,2013,Hartford County,white,16288,305,0.895,0.017
3_towns,0900302060,Avon,2013,Hartford County,black,131,108,0.007,0.006
3_towns,0900302060,Avon,2013,Hartford County,asian,1063,227,0.058,0.012
3_towns,0900302060,Avon,2013,Hartford County,other_race,252,158,0.014,0.009
3_towns,0900302060,Avon,2014,Hartford County,total_pop,18298,28,NA,NA
3_towns,0900302060,Avon,2014,Hartford County,latino,472,208,0.026,0.011
3_towns,0900302060,Avon,2014,Hartford County,white,16018,342,0.875,0.019
3_towns,0900302060,Avon,2014,Hartford County,black,76,58,0.004,0.003
3_towns,0900302060,Avon,2014,Hartford County,asian,1517,306,0.083,0.017
3_towns,0900302060,Avon,2014,Hartford County,other_race,215,138,0.012,0.008
3_towns,0900302060,Avon,2015,Hartford County,total_pop,18335,37,NA,NA
3_towns,0900302060,Avon,2015,Hartford County,latino,600,282,0.033,0.015
3_towns,0900302060,Avon,2015,Hartford County,white,15696,468,0.856,0.025
3_towns,0900302060,Avon,2015,Hartford County,black,38,36,0.002,0.002
3_towns,0900302060,Avon,2015,Hartford County,asian,1874,362,0.102,0.02
3_towns,0900302060,Avon,2015,Hartford County,other_race,127,95,0.007,0.005
3_towns,0900302060,Avon,2016,Hartford County,total_pop,18352,37,NA,NA
3_towns,0900302060,Avon,2016,Hartford County,latino,597,309,0.033,0.017
3_towns,0900302060,Avon,2016,Hartford County,white,15573,476,0.849,0.026
3_towns,0900302060,Avon,2016,Hartford County,black,41,39,0.002,0.002
3_towns,0900302060,Avon,2016,Hartford County,asian,2001,316,0.109,0.017
3_towns,0900302060,Avon,2016,Hartford County,other_race,140,101,0.008,0.006
3_towns,0900302060,Avon,2017,Hartford County,total_pop,18381,27,NA,NA
3_towns,0900302060,Avon,2017,Hartford County,latino,584,292,0.032,0.016
3_towns,0900302060,Avon,2017,Hartford County,white,15182,451,0.826,0.025
3_towns,0900302060,Avon,2017,Hartford County,black,53,40,0.003,0.002
3_towns,0900302060,Avon,2017,Hartford County,asian,2315,361,0.126,0.02
3_towns,0900302060,Avon,2017,Hartford County,other_race,247,121,0.013,0.007
3_towns,0900302060,Avon,2018,Hartford County,total_pop,18338,27,NA,NA
3_towns,0900302060,Avon,2018,Hartford County,latino,847,338,0.046,0.018
3_towns,0900302060,Avon,2018,Hartford County,white,14727,457,0.803,0.025
3_towns,0900302060,Avon,2018,Hartford County,black,140,119,0.008,0.006
3_towns,0900302060,Avon,2018,Hartford County,asian,2284,381,0.125,0.021
3_towns,0900302060,Avon,2018,Hartford County,other_race,340,158,0.019,0.009
3_towns,0900304300,Berlin,2000,NA,total_pop,18215,0,NA,NA
3_towns,0900304300,Berlin,2000,NA,latino,267,0,0.015,NA
3_towns,0900304300,Berlin,2000,NA,white,17447,0,0.958,NA
3_towns,0900304300,Berlin,2000,NA,black,63,0,0.003,NA
3_towns,0900304300,Berlin,2000,NA,asian,300,0,0.016,NA
3_towns,0900304300,Berlin,2000,NA,other_race,138,0,0.008,NA
3_towns,0900304300,Berlin,2010,NA,total_pop,19866,0,NA,NA
3_towns,0900304300,Berlin,2010,NA,latino,645,0,0.032,NA
3_towns,0900304300,Berlin,2010,NA,white,18381,0,0.925,NA
3_towns,0900304300,Berlin,2010,NA,black,128,0,0.006,NA
3_towns,0900304300,Berlin,2010,NA,asian,527,0,0.027,NA
3_towns,0900304300,Berlin,2010,NA,other_race,185,0,0.009,NA
3_towns,0900304300,Berlin,2011,Hartford County,total_pop,19694,34,NA,NA
3_towns,0900304300,Berlin,2011,Hartford County,latino,526,392,0.027,0.02
3_towns,0900304300,Berlin,2011,Hartford County,white,18221,607,0.925,0.031
3_towns,0900304300,Berlin,2011,Hartford County,black,220,282,0.011,0.014
3_towns,0900304300,Berlin,2011,Hartford County,asian,476,336,0.024,0.017
3_towns,0900304300,Berlin,2011,Hartford County,other_race,251,196,0.013,0.01
3_towns,0900304300,Berlin,2012,Hartford County,total_pop,19974,23,NA,NA
3_towns,0900304300,Berlin,2012,Hartford County,latino,644,402,0.032,0.02
3_towns,0900304300,Berlin,2012,Hartford County,white,18027,701,0.903,0.035
3_towns,0900304300,Berlin,2012,Hartford County,black,275,373,0.014,0.019
3_towns,0900304300,Berlin,2012,Hartford County,asian,725,416,0.036,0.021
3_towns,0900304300,Berlin,2012,Hartford County,other_race,303,162,0.015,0.008
3_towns,0900304300,Berlin,2013,Hartford County,total_pop,20179,28,NA,NA
3_towns,0900304300,Berlin,2013,Hartford County,latino,387,186,0.019,0.009
3_towns,0900304300,Berlin,2013,Hartford County,white,18454,562,0.915,0.028
3_towns,0900304300,Berlin,2013,Hartford County,black,270,359,0.013,0.018
3_towns,0900304300,Berlin,2013,Hartford County,asian,821,443,0.041,0.022
3_towns,0900304300,Berlin,2013,Hartford County,other_race,247,130,0.012,0.006
3_towns,0900304300,Berlin,2014,Hartford County,total_pop,20352,25,NA,NA
3_towns,0900304300,Berlin,2014,Hartford County,latino,569,225,0.028,0.011
3_towns,0900304300,Berlin,2014,Hartford County,white,18796,504,0.924,0.025
3_towns,0900304300,Berlin,2014,Hartford County,black,197,278,0.01,0.014
3_towns,0900304300,Berlin,2014,Hartford County,asian,638,377,0.031,0.019
3_towns,0900304300,Berlin,2014,Hartford County,other_race,152,106,0.007,0.005
3_towns,0900304300,Berlin,2015,Hartford County,total_pop,20486,34,NA,NA
3_towns,0900304300,Berlin,2015,Hartford County,latino,855,245,0.042,0.012
3_towns,0900304300,Berlin,2015,Hartford County,white,18717,474,0.914,0.023
3_towns,0900304300,Berlin,2015,Hartford County,black,134,205,0.007,0.01
3_towns,0900304300,Berlin,2015,Hartford County,asian,640,424,0.031,0.021
3_towns,0900304300,Berlin,2015,Hartford County,other_race,140,112,0.007,0.005
3_towns,0900304300,Berlin,2016,Hartford County,total_pop,20529,29,NA,NA
3_towns,0900304300,Berlin,2016,Hartford County,latino,1046,353,0.051,0.017
3_towns,0900304300,Berlin,2016,Hartford County,white,18688,489,0.91,0.024
3_towns,0900304300,Berlin,2016,Hartford County,black,153,162,0.007,0.008
3_towns,0900304300,Berlin,2016,Hartford County,asian,450,211,0.022,0.01
3_towns,0900304300,Berlin,2016,Hartford County,other_race,192,129,0.009,0.006
3_towns,0900304300,Berlin,2017,Hartford County,total_pop,20584,23,NA,NA
3_towns,0900304300,Berlin,2017,Hartford County,latino,1030,339,0.05,0.016
3_towns,0900304300,Berlin,2017,Hartford County,white,18781,467,0.912,0.023
3_towns,0900304300,Berlin,2017,Hartford County,black,194,208,0.009,0.01
3_towns,0900304300,Berlin,2017,Hartford County,asian,351,200,0.017,0.01
3_towns,0900304300,Berlin,2017,Hartford County,other_race,228,210,0.011,0.01
3_towns,0900304300,Berlin,2018,Hartford County,total_pop,20519,22,NA,NA
3_towns,0900304300,Berlin,2018,Hartford County,latino,975,288,0.048,0.014
3_towns,0900304300,Berlin,2018,Hartford County,white,18627,473,0.908,0.023
3_towns,0900304300,Berlin,2018,Hartford County,black,221,205,0.011,0.01
3_towns,0900304300,Berlin,2018,Hartford County,asian,415,165,0.02,0.008
3_towns,0900304300,Berlin,2018,Hartford County,other_race,281,215,0.014,0.01
3_towns,0900305910,Bloomfield,2000,NA,total_pop,19587,0,NA,NA
3_towns,0900305910,Bloomfield,2000,NA,latino,718,0,0.037,NA
3_towns,0900305910,Bloomfield,2000,NA,white,7599,0,0.388,NA
3_towns,0900305910,Bloomfield,2000,NA,black,10445,0,0.533,NA
3_towns,0900305910,Bloomfield,2000,NA,asian,250,0,0.013,NA
3_towns,0900305910,Bloomfield,2000,NA,other_race,575,0,0.029,NA
3_towns,0900305910,Bloomfield,2010,NA,total_pop,20486,0,NA,NA
3_towns,0900305910,Bloomfield,2010,NA,latino,1149,0,0.056,NA
3_towns,0900305910,Bloomfield,2010,NA,white,6863,0,0.335,NA
3_towns,0900305910,Bloomfield,2010,NA,black,11518,0,0.562,NA
3_towns,0900305910,Bloomfield,2010,NA,asian,382,0,0.019,NA
3_towns,0900305910,Bloomfield,2010,NA,other_race,574,0,0.028,NA
3_towns,0900305910,Bloomfield,2011,Hartford County,total_pop,20406,28,NA,NA
3_towns,0900305910,Bloomfield,2011,Hartford County,latino,745,343,0.037,0.017
3_towns,0900305910,Bloomfield,2011,Hartford County,white,7287,500,0.357,0.024
3_towns,0900305910,Bloomfield,2011,Hartford County,black,11254,592,0.552,0.029
3_towns,0900305910,Bloomfield,2011,Hartford County,asian,287,123,0.014,0.006
3_towns,0900305910,Bloomfield,2011,Hartford County,other_race,833,313,0.041,0.015
3_towns,0900305910,Bloomfield,2012,Hartford County,total_pop,20470,51,NA,NA
3_towns,0900305910,Bloomfield,2012,Hartford County,latino,902,339,0.044,0.017
3_towns,0900305910,Bloomfield,2012,Hartford County,white,7447,549,0.364,0.027
3_towns,0900305910,Bloomfield,2012,Hartford County,black,11189,512,0.547,0.025
3_towns,0900305910,Bloomfield,2012,Hartford County,asian,269,120,0.013,0.006
3_towns,0900305910,Bloomfield,2012,Hartford County,other_race,663,281,0.032,0.014
3_towns,0900305910,Bloomfield,2013,Hartford County,total_pop,20562,37,NA,NA
3_towns,0900305910,Bloomfield,2013,Hartford County,latino,816,338,0.04,0.016
3_towns,0900305910,Bloomfield,2013,Hartford County,white,7570,482,0.368,0.023
3_towns,0900305910,Bloomfield,2013,Hartford County,black,11010,639,0.535,0.031
3_towns,0900305910,Bloomfield,2013,Hartford County,asian,338,159,0.016,0.008
3_towns,0900305910,Bloomfield,2013,Hartford County,other_race,828,357,0.04,0.017
3_towns,0900305910,Bloomfield,2014,Hartford County,total_pop,20626,39,NA,NA
3_towns,0900305910,Bloomfield,2014,Hartford County,latino,1073,429,0.052,0.021
3_towns,0900305910,Bloomfield,2014,Hartford County,white,7026,538,0.341,0.026
3_towns,0900305910,Bloomfield,2014,Hartford County,black,11266,609,0.546,0.03
3_towns,0900305910,Bloomfield,2014,Hartford County,asian,388,178,0.019,0.009
3_towns,0900305910,Bloomfield,2014,Hartford County,other_race,873,326,0.042,0.016
3_towns,0900305910,Bloomfield,2015,Hartford County,total_pop,20679,33,NA,NA
3_towns,0900305910,Bloomfield,2015,Hartford County,latino,988,390,0.048,0.019
3_towns,0900305910,Bloomfield,2015,Hartford County,white,6664,553,0.322,0.027
3_towns,0900305910,Bloomfield,2015,Hartford County,black,11866,661,0.574,0.032
3_towns,0900305910,Bloomfield,2015,Hartford County,asian,407,174,0.02,0.008
3_towns,0900305910,Bloomfield,2015,Hartford County,other_race,754,333,0.036,0.016
3_towns,0900305910,Bloomfield,2016,Hartford County,total_pop,20687,36,NA,NA
3_towns,0900305910,Bloomfield,2016,Hartford County,latino,1082,334,0.052,0.016
3_towns,0900305910,Bloomfield,2016,Hartford County,white,6691,494,0.323,0.024
3_towns,0900305910,Bloomfield,2016,Hartford County,black,11812,504,0.571,0.024
3_towns,0900305910,Bloomfield,2016,Hartford County,asian,347,138,0.017,0.007
3_towns,0900305910,Bloomfield,2016,Hartford County,other_race,755,245,0.036,0.012
3_towns,0900305910,Bloomfield,2017,Hartford County,total_pop,20848,27,NA,NA
3_towns,0900305910,Bloomfield,2017,Hartford County,latino,1072,373,0.051,0.018
3_towns,0900305910,Bloomfield,2017,Hartford County,white,6439,464,0.309,0.022
3_towns,0900305910,Bloomfield,2017,Hartford County,black,12192,524,0.585,0.025
3_towns,0900305910,Bloomfield,2017,Hartford County,asian,334,146,0.016,0.007
3_towns,0900305910,Bloomfield,2017,Hartford County,other_race,811,330,0.039,0.016
3_towns,0900305910,Bloomfield,2018,Hartford County,total_pop,20952,37,NA,NA
